DeliveryDate,HourEnding,AncillaryType,MCPC,DSTFlag,Month
2024-08-02,09:00,REGUP,1.33,N,2024-08
2024-08-02,09:00,NSPIN,1.0,N,2024-08
2024-08-02,09:00,RRS,1.0,N,2024-08
2024-08-02,09:00,ECRS,1.0,N,2024-08
2024-08-02,10:00,REGDN,1.0,N,2024-08
2024-08-02,10:00,REGUP,2.5,N,2024-08
2024-08-02,10:00,RRS,1.0,N,2024-08
2024-08-02,10:00,NSPIN,1.0,N,2024-08
2024-08-02,10:00,ECRS,1.0,N,2024-08
2024-08-02,11:00,NSPIN,0.69,N,2024-08
2024-08-02,11:00,RRS,1.0,N,2024-08
2024-08-02,11:00,REGUP,3.33,N,2024-08
2024-08-02,11:00,REGDN,1.24,N,2024-08
2024-08-02,11:00,ECRS,1.0,N,2024-08
2024-08-02,12:00,REGDN,0.79,N,2024-08
2024-08-02,12:00,REGUP,5.37,N,2024-08
2024-08-02,12:00,RRS,1.5,N,2024-08
2024-08-02,12:00,NSPIN,1.36,N,2024-08
2024-08-02,12:00,ECRS,1.5,N,2024-08
2024-08-02,13:00,REGDN,0.99,N,2024-08
2024-08-02,13:00,REGUP,8.04,N,2024-08
2024-08-02,13:00,RRS,1.65,N,2024-08
2024-08-02,13:00,NSPIN,1.4,N,2024-08
2024-08-02,13:00,ECRS,2.5,N,2024-08
2024-08-02,14:00,NSPIN,1.07,N,2024-08
2024-08-02,14:00,RRS,2.09,N,2024-08
2024-08-02,14:00,REGUP,6.92,N,2024-08
2024-08-02,14:00,REGDN,3.69,N,2024-08
2024-08-02,14:00,ECRS,3.8,N,2024-08
2024-08-02,15:00,REGUP,7.1,N,2024-08
2024-08-02,15:00,REGDN,4.38,N,2024-08
2024-08-02,15:00,RRS,2.98,N,2024-08
2024-08-02,15:00,NSPIN,3.0,N,2024-08
2024-08-02,15:00,ECRS,3.98,N,2024-08
2024-08-02,16:00,REGDN,5.95,N,2024-08
2024-08-02,16:00,REGUP,12.0,N,2024-08
2024-08-02,16:00,RRS,7.88,N,2024-08
2024-08-02,16:00,NSPIN,7.88,N,2024-08
2024-08-02,16:00,ECRS,8.88,N,2024-08
2024-08-02,17:00,REGUP,28.29,N,2024-08
2024-08-02,17:00,REGDN,11.01,N,2024-08
2024-08-02,17:00,RRS,21.29,N,2024-08
2024-08-02,17:00,ECRS,23.54,N,2024-08
2024-08-02,17:00,NSPIN,18.31,N,2024-08
2024-08-02,18:00,REGDN,10.65,N,2024-08
2024-08-02,18:00,REGUP,21.29,N,2024-08
2024-08-02,18:00,RRS,17.81,N,2024-08
2024-08-02,18:00,NSPIN,18.31,N,2024-08
2024-08-02,18:00,ECRS,18.31,N,2024-08
2024-08-02,19:00,REGDN,22.04,N,2024-08
2024-08-02,19:00,REGUP,21.49,N,2024-08
2024-08-02,19:00,NSPIN,18.15,N,2024-08
2024-08-02,19:00,RRS,20.0,N,2024-08
2024-08-02,19:00,ECRS,34.0,N,2024-08
2024-08-02,20:00,REGDN,125.0,N,2024-08
2024-08-02,20:00,REGUP,380.24,N,2024-08
2024-08-02,20:00,RRS,380.24,N,2024-08
2024-08-02,20:00,NSPIN,19.08,N,2024-08
2024-08-02,20:00,ECRS,415.24,N,2024-08
2024-08-02,21:00,REGDN,250.0,N,2024-08
2024-08-02,21:00,REGUP,268.43,N,2024-08
2024-08-02,21:00,RRS,278.43,N,2024-08
2024-08-02,21:00,NSPIN,3.0,N,2024-08
2024-08-02,21:00,ECRS,303.43,N,2024-08
2024-08-02,22:00,REGUP,47.28,N,2024-08
2024-08-02,22:00,RRS,69.28,N,2024-08
2024-08-02,22:00,NSPIN,4.0,N,2024-08
2024-08-02,22:00,ECRS,69.28,N,2024-08
2024-08-02,22:00,REGDN,32.87,N,2024-08
2024-08-02,23:00,REGDN,7.11,N,2024-08
2024-08-02,23:00,REGUP,9.78,N,2024-08
2024-08-02,23:00,RRS,11.0,N,2024-08
2024-08-02,23:00,NSPIN,8.14,N,2024-08
2024-08-02,23:00,ECRS,11.01,N,2024-08
2024-08-02,24:00,REGDN,3.86,N,2024-08
2024-08-02,24:00,REGUP,4.95,N,2024-08
2024-08-02,24:00,RRS,4.95,N,2024-08
2024-08-02,24:00,NSPIN,3.0,N,2024-08
2024-08-02,24:00,ECRS,4.95,N,2024-08
2024-08-03,01:00,RRS,1.0,N,2024-08
2024-08-03,01:00,REGUP,1.33,N,2024-08
2024-08-03,01:00,NSPIN,0.25,N,2024-08
2024-08-03,01:00,ECRS,0.91,N,2024-08
2024-08-03,01:00,REGDN,1.83,N,2024-08
2024-08-03,02:00,NSPIN,0.25,N,2024-08
2024-08-03,02:00,RRS,0.99,N,2024-08
2024-08-03,02:00,REGUP,1.15,N,2024-08
2024-08-03,02:00,REGDN,1.67,N,2024-08
2024-08-03,02:00,ECRS,0.77,N,2024-08
2024-08-03,03:00,REGDN,1.47,N,2024-08
2024-08-03,03:00,REGUP,1.3,N,2024-08
2024-08-03,03:00,RRS,0.99,N,2024-08
2024-08-03,03:00,NSPIN,0.25,N,2024-08
2024-08-03,03:00,ECRS,0.37,N,2024-08
2024-08-03,04:00,REGDN,1.38,N,2024-08
2024-08-03,04:00,REGUP,1.32,N,2024-08
2024-08-03,04:00,RRS,0.95,N,2024-08
2024-08-03,04:00,NSPIN,0.25,N,2024-08
2024-08-03,04:00,ECRS,0.3,N,2024-08
2024-08-03,05:00,REGUP,1.32,N,2024-08
2024-08-03,05:00,REGDN,1.25,N,2024-08
2024-08-03,05:00,RRS,0.91,N,2024-08
2024-08-03,05:00,ECRS,0.3,N,2024-08
2024-08-03,05:00,NSPIN,0.25,N,2024-08
2024-08-03,06:00,NSPIN,0.25,N,2024-08
2024-08-03,06:00,RRS,1.0,N,2024-08
2024-08-03,06:00,REGUP,1.6,N,2024-08
2024-08-03,06:00,REGDN,0.79,N,2024-08
2024-08-03,06:00,ECRS,0.3,N,2024-08
2024-08-03,07:00,NSPIN,1.0,N,2024-08
2024-08-03,07:00,RRS,1.0,N,2024-08
2024-08-03,07:00,REGUP,1.6,N,2024-08
2024-08-03,07:00,REGDN,1.25,N,2024-08
2024-08-03,07:00,ECRS,0.07,N,2024-08
2024-08-03,08:00,REGDN,1.74,N,2024-08
2024-08-03,08:00,REGUP,1.62,N,2024-08
2024-08-03,08:00,RRS,1.02,N,2024-08
2024-08-03,08:00,NSPIN,1.02,N,2024-08
2024-08-03,08:00,ECRS,0.95,N,2024-08
2024-08-03,09:00,REGDN,1.49,N,2024-08
2024-08-03,09:00,REGUP,1.33,N,2024-08
2024-08-03,09:00,NSPIN,1.0,N,2024-08
2024-08-03,09:00,RRS,1.0,N,2024-08
2024-08-03,09:00,ECRS,1.0,N,2024-08
2024-08-03,10:00,REGUP,1.7,N,2024-08
2024-08-03,10:00,REGDN,1.01,N,2024-08
2024-08-03,10:00,RRS,1.0,N,2024-08
2024-08-03,10:00,NSPIN,1.0,N,2024-08
2024-08-03,10:00,ECRS,1.0,N,2024-08
2024-08-03,11:00,REGDN,1.49,N,2024-08
2024-08-03,11:00,REGUP,3.32,N,2024-08
2024-08-03,11:00,RRS,1.0,N,2024-08
2024-08-03,11:00,NSPIN,0.68,N,2024-08
2024-08-03,11:00,ECRS,1.0,N,2024-08
2024-08-03,12:00,REGUP,5.81,N,2024-08
2024-08-03,12:00,REGDN,0.79,N,2024-08
2024-08-03,12:00,RRS,1.0,N,2024-08
2024-08-03,12:00,ECRS,1.0,N,2024-08
2024-08-03,12:00,NSPIN,1.0,N,2024-08
2024-08-03,13:00,REGDN,1.49,N,2024-08
2024-08-03,13:00,REGUP,8.04,N,2024-08
2024-08-03,13:00,RRS,1.65,N,2024-08
2024-08-03,13:00,NSPIN,1.03,N,2024-08
2024-08-03,13:00,ECRS,1.95,N,2024-08
2024-08-03,14:00,REGDN,1.49,N,2024-08
2024-08-03,14:00,REGUP,5.12,N,2024-08
2024-08-03,14:00,NSPIN,1.36,N,2024-08
2024-08-03,14:00,RRS,1.5,N,2024-08
2024-08-03,14:00,ECRS,2.0,N,2024-08
2024-08-03,15:00,ECRS,2.5,N,2024-08
2024-08-03,15:00,RRS,2.0,N,2024-08
2024-08-03,15:00,NSPIN,2.5,N,2024-08
2024-08-03,15:00,REGDN,1.98,N,2024-08
2024-08-03,15:00,REGUP,5.62,N,2024-08
2024-08-03,16:00,NSPIN,3.0,N,2024-08
2024-08-03,16:00,RRS,2.29,N,2024-08
2024-08-03,16:00,REGDN,1.98,N,2024-08
2024-08-03,16:00,REGUP,4.05,N,2024-08
2024-08-03,16:00,ECRS,3.29,N,2024-08
2024-08-03,17:00,NSPIN,13.36,N,2024-08
2024-08-03,17:00,RRS,3.36,N,2024-08
2024-08-03,17:00,REGUP,10.43,N,2024-08
2024-08-03,17:00,REGDN,1.98,N,2024-08
2024-08-03,17:00,ECRS,13.36,N,2024-08
2024-08-03,18:00,REGDN,2.97,N,2024-08
2024-08-03,18:00,REGUP,10.88,N,2024-08
2024-08-03,18:00,RRS,3.53,N,2024-08
2024-08-03,18:00,NSPIN,10.89,N,2024-08
2024-08-03,18:00,ECRS,10.89,N,2024-08
2024-08-03,19:00,REGDN,16.77,N,2024-08
2024-08-03,19:00,REGUP,15.75,N,2024-08
2024-08-03,19:00,RRS,4.5,N,2024-08
2024-08-03,19:00,NSPIN,15.76,N,2024-08
2024-08-03,19:00,ECRS,18.0,N,2024-08
2024-08-03,20:00,REGUP,45.83,N,2024-08
2024-08-03,20:00,REGDN,97.54,N,2024-08
2024-08-03,20:00,RRS,49.99,N,2024-08
2024-08-03,20:00,ECRS,90.83,N,2024-08
2024-08-03,20:00,NSPIN,48.86,N,2024-08
2024-08-03,21:00,NSPIN,32.11,N,2024-08
2024-08-03,21:00,RRS,48.73,N,2024-08
2024-08-03,21:00,REGUP,26.95,N,2024-08
2024-08-03,21:00,REGDN,44.5,N,2024-08
2024-08-03,21:00,ECRS,76.95,N,2024-08
2024-08-03,22:00,NSPIN,18.8,N,2024-08
2024-08-03,22:00,RRS,35.64,N,2024-08
2024-08-03,22:00,REGUP,9.0,N,2024-08
2024-08-03,22:00,REGDN,16.95,N,2024-08
2024-08-03,22:00,ECRS,38.74,N,2024-08
2024-08-03,23:00,REGDN,6.0,N,2024-08
2024-08-03,23:00,REGUP,6.0,N,2024-08
2024-08-03,23:00,RRS,6.0,N,2024-08
2024-08-03,23:00,NSPIN,6.0,N,2024-08
2024-08-03,23:00,ECRS,6.01,N,2024-08
2024-08-03,24:00,REGDN,2.0,N,2024-08
2024-08-03,24:00,REGUP,2.0,N,2024-08
2024-08-03,24:00,NSPIN,1.5,N,2024-08
2024-08-03,24:00,RRS,2.0,N,2024-08
2024-08-03,24:00,ECRS,2.0,N,2024-08
2024-08-04,01:00,RRS,0.95,N,2024-08
2024-08-04,01:00,NSPIN,0.25,N,2024-08
2024-08-04,01:00,REGUP,1.32,N,2024-08
2024-08-04,01:00,REGDN,1.67,N,2024-08
2024-08-04,01:00,ECRS,0.95,N,2024-08
2024-08-04,02:00,REGDN,1.67,N,2024-08
2024-08-04,02:00,REGUP,1.15,N,2024-08
2024-08-04,02:00,RRS,0.95,N,2024-08
2024-08-04,02:00,NSPIN,0.25,N,2024-08
2024-08-04,02:00,ECRS,0.91,N,2024-08
2024-08-04,03:00,REGUP,1.3,N,2024-08
2024-08-04,03:00,REGDN,1.47,N,2024-08
2024-08-04,03:00,RRS,0.95,N,2024-08
2024-08-04,03:00,ECRS,0.37,N,2024-08
2024-08-04,03:00,NSPIN,0.24,N,2024-08
2024-08-04,04:00,REGDN,1.25,N,2024-08
2024-08-04,04:00,REGUP,1.32,N,2024-08
2024-08-04,04:00,RRS,0.91,N,2024-08
2024-08-04,04:00,NSPIN,0.24,N,2024-08
2024-08-04,04:00,ECRS,0.37,N,2024-08
2024-08-04,05:00,REGDN,1.25,N,2024-08
2024-08-04,05:00,REGUP,1.32,N,2024-08
2024-08-04,05:00,NSPIN,0.24,N,2024-08
2024-08-04,05:00,RRS,0.81,N,2024-08
2024-08-04,05:00,ECRS,0.3,N,2024-08
2024-08-04,06:00,NSPIN,0.24,N,2024-08
2024-08-04,06:00,RRS,0.82,N,2024-08
2024-08-04,06:00,REGUP,1.42,N,2024-08
2024-08-04,06:00,REGDN,0.79,N,2024-08
2024-08-04,06:00,ECRS,0.3,N,2024-08
2024-08-04,07:00,NSPIN,1.0,N,2024-08
2024-08-04,07:00,RRS,0.99,N,2024-08
2024-08-04,07:00,REGUP,1.59,N,2024-08
2024-08-04,07:00,REGDN,1.21,N,2024-08
2024-08-04,07:00,ECRS,0.08,N,2024-08
2024-08-04,08:00,REGDN,1.49,N,2024-08
2024-08-04,08:00,REGUP,1.32,N,2024-08
2024-08-04,08:00,RRS,0.99,N,2024-08
2024-08-04,08:00,NSPIN,1.0,N,2024-08
2024-08-04,08:00,ECRS,0.99,N,2024-08
2024-08-04,09:00,NSPIN,1.0,N,2024-08
2024-08-04,09:00,RRS,0.99,N,2024-08
2024-08-04,09:00,REGUP,1.07,N,2024-08
2024-08-04,09:00,REGDN,1.29,N,2024-08
2024-08-04,09:00,ECRS,0.99,N,2024-08
2024-08-04,10:00,REGUP,1.6,N,2024-08
2024-08-04,10:00,REGDN,0.79,N,2024-08
2024-08-04,10:00,RRS,1.0,N,2024-08
2024-08-04,10:00,NSPIN,1.0,N,2024-08
2024-08-04,10:00,ECRS,1.0,N,2024-08
2024-08-04,11:00,REGUP,2.74,N,2024-08
2024-08-04,11:00,REGDN,1.19,N,2024-08
2024-08-04,11:00,RRS,0.99,N,2024-08
2024-08-04,11:00,ECRS,1.0,N,2024-08
2024-08-04,11:00,NSPIN,0.58,N,2024-08
2024-08-04,12:00,REGDN,1.49,N,2024-08
2024-08-04,12:00,REGUP,2.8,N,2024-08
2024-08-04,12:00,NSPIN,0.92,N,2024-08
2024-08-04,12:00,RRS,1.0,N,2024-08
2024-08-04,12:00,ECRS,1.0,N,2024-08
2024-08-04,13:00,REGDN,1.49,N,2024-08
2024-08-04,13:00,REGUP,3.75,N,2024-08
2024-08-04,13:00,RRS,1.5,N,2024-08
2024-08-04,13:00,NSPIN,0.99,N,2024-08
2024-08-04,13:00,ECRS,1.5,N,2024-08
2024-08-04,14:00,REGDN,1.49,N,2024-08
2024-08-04,14:00,REGUP,4.15,N,2024-08
2024-08-04,14:00,RRS,1.5,N,2024-08
2024-08-04,14:00,NSPIN,0.99,N,2024-08
2024-08-04,14:00,ECRS,2.0,N,2024-08
2024-08-04,15:00,REGDN,1.98,N,2024-08
2024-08-04,15:00,REGUP,3.33,N,2024-08
2024-08-04,15:00,RRS,1.57,N,2024-08
2024-08-04,15:00,NSPIN,1.07,N,2024-08
2024-08-04,15:00,ECRS,2.0,N,2024-08
2024-08-04,16:00,REGUP,3.52,N,2024-08
2024-08-04,16:00,REGDN,1.98,N,2024-08
2024-08-04,16:00,RRS,1.65,N,2024-08
2024-08-04,16:00,ECRS,2.15,N,2024-08
2024-08-04,16:00,NSPIN,1.1,N,2024-08
2024-08-04,17:00,REGDN,2.29,N,2024-08
2024-08-04,17:00,REGUP,4.19,N,2024-08
2024-08-04,17:00,RRS,2.29,N,2024-08
2024-08-04,17:00,NSPIN,1.48,N,2024-08
2024-08-04,17:00,ECRS,3.99,N,2024-08
2024-08-04,18:00,REGDN,2.3,N,2024-08
2024-08-04,18:00,REGUP,4.26,N,2024-08
2024-08-04,18:00,NSPIN,1.48,N,2024-08
2024-08-04,18:00,RRS,2.5,N,2024-08
2024-08-04,18:00,ECRS,3.99,N,2024-08
2024-08-04,19:00,REGUP,8.99,N,2024-08
2024-08-04,19:00,REGDN,10.01,N,2024-08
2024-08-04,19:00,RRS,7.41,N,2024-08
2024-08-04,19:00,ECRS,8.66,N,2024-08
2024-08-04,19:00,NSPIN,7.41,N,2024-08
2024-08-04,20:00,REGUP,40.0,N,2024-08
2024-08-04,20:00,REGDN,14.11,N,2024-08
2024-08-04,20:00,RRS,40.0,N,2024-08
2024-08-04,20:00,NSPIN,18.91,N,2024-08
2024-08-04,20:00,ECRS,50.0,N,2024-08
2024-08-04,21:00,REGDN,11.37,N,2024-08
2024-08-04,21:00,REGUP,30.65,N,2024-08
2024-08-04,21:00,RRS,37.65,N,2024-08
2024-08-04,21:00,NSPIN,7.6,N,2024-08
2024-08-04,21:00,ECRS,42.05,N,2024-08
2024-08-04,22:00,REGUP,12.32,N,2024-08
2024-08-04,22:00,REGDN,7.01,N,2024-08
2024-08-04,22:00,RRS,14.28,N,2024-08
2024-08-04,22:00,ECRS,19.32,N,2024-08
2024-08-04,22:00,NSPIN,11.38,N,2024-08
2024-08-04,23:00,REGDN,4.06,N,2024-08
2024-08-04,23:00,REGUP,3.85,N,2024-08
2024-08-04,23:00,RRS,3.85,N,2024-08
2024-08-04,23:00,NSPIN,3.0,N,2024-08
2024-08-04,23:00,ECRS,5.0,N,2024-08
2024-08-04,24:00,REGDN,1.54,N,2024-08
2024-08-04,24:00,REGUP,1.0,N,2024-08
2024-08-04,24:00,RRS,1.0,N,2024-08
2024-08-04,24:00,NSPIN,0.95,N,2024-08
2024-08-04,24:00,ECRS,1.0,N,2024-08
2024-08-05,01:00,REGDN,1.98,N,2024-08
2024-08-05,01:00,REGUP,1.32,N,2024-08
2024-08-05,01:00,RRS,0.95,N,2024-08
2024-08-05,01:00,NSPIN,0.25,N,2024-08
2024-08-05,01:00,ECRS,0.95,N,2024-08
2024-08-05,02:00,REGDN,1.67,N,2024-08
2024-08-05,02:00,REGUP,1.15,N,2024-08
2024-08-05,02:00,RRS,0.91,N,2024-08
2024-08-05,02:00,NSPIN,0.24,N,2024-08
2024-08-05,02:00,ECRS,0.91,N,2024-08
2024-08-05,03:00,REGUP,1.3,N,2024-08
2024-08-05,03:00,REGDN,1.47,N,2024-08
2024-08-05,03:00,RRS,0.9,N,2024-08
2024-08-05,03:00,ECRS,0.8,N,2024-08
2024-08-05,03:00,NSPIN,0.23,N,2024-08
2024-08-05,04:00,REGDN,1.38,N,2024-08
2024-08-05,04:00,REGUP,1.32,N,2024-08
2024-08-05,04:00,RRS,0.91,N,2024-08
2024-08-05,04:00,NSPIN,0.23,N,2024-08
2024-08-05,04:00,ECRS,0.77,N,2024-08
2024-08-05,05:00,REGDN,1.25,N,2024-08
2024-08-05,05:00,REGUP,1.32,N,2024-08
2024-08-05,05:00,NSPIN,0.23,N,2024-08
2024-08-05,05:00,RRS,0.91,N,2024-08
2024-08-05,05:00,ECRS,0.77,N,2024-08
2024-08-05,06:00,REGUP,1.55,N,2024-08
2024-08-05,06:00,REGDN,0.79,N,2024-08
2024-08-05,06:00,RRS,0.95,N,2024-08
2024-08-05,06:00,ECRS,0.37,N,2024-08
2024-08-05,06:00,NSPIN,0.23,N,2024-08
2024-08-05,07:00,REGUP,1.59,N,2024-08
2024-08-05,07:00,REGDN,0.79,N,2024-08
2024-08-05,07:00,RRS,0.99,N,2024-08
2024-08-05,07:00,NSPIN,1.01,N,2024-08
2024-08-05,07:00,ECRS,0.7,N,2024-08
2024-08-05,08:00,REGDN,1.49,N,2024-08
2024-08-05,08:00,REGUP,1.51,N,2024-08
2024-08-05,08:00,RRS,0.99,N,2024-08
2024-08-05,08:00,NSPIN,1.02,N,2024-08
2024-08-05,08:00,ECRS,0.99,N,2024-08
2024-08-05,09:00,REGUP,1.32,N,2024-08
2024-08-05,09:00,REGDN,1.24,N,2024-08
2024-08-05,09:00,RRS,0.99,N,2024-08
2024-08-05,09:00,ECRS,0.99,N,2024-08
2024-08-05,09:00,NSPIN,1.0,N,2024-08
2024-08-05,10:00,REGDN,0.79,N,2024-08
2024-08-05,10:00,REGUP,1.59,N,2024-08
2024-08-05,10:00,RRS,0.99,N,2024-08
2024-08-05,10:00,NSPIN,1.0,N,2024-08
2024-08-05,10:00,ECRS,0.99,N,2024-08
2024-08-05,11:00,REGDN,1.0,N,2024-08
2024-08-05,11:00,REGUP,2.75,N,2024-08
2024-08-05,11:00,RRS,0.99,N,2024-08
2024-08-05,11:00,NSPIN,0.94,N,2024-08
2024-08-05,11:00,ECRS,1.0,N,2024-08
2024-08-05,12:00,RRS,1.01,N,2024-08
2024-08-05,12:00,NSPIN,1.01,N,2024-08
2024-08-05,12:00,ECRS,1.01,N,2024-08
2024-08-05,12:00,REGDN,0.79,N,2024-08
2024-08-05,12:00,REGUP,4.11,N,2024-08
2024-08-05,13:00,RRS,1.65,N,2024-08
2024-08-05,13:00,NSPIN,1.01,N,2024-08
2024-08-05,13:00,REGUP,4.11,N,2024-08
2024-08-05,13:00,REGDN,1.49,N,2024-08
2024-08-05,13:00,ECRS,1.97,N,2024-08
2024-08-05,14:00,REGDN,1.49,N,2024-08
2024-08-05,14:00,REGUP,5.46,N,2024-08
2024-08-05,14:00,RRS,1.53,N,2024-08
2024-08-05,14:00,NSPIN,1.03,N,2024-08
2024-08-05,14:00,ECRS,3.59,N,2024-08
2024-08-05,15:00,REGUP,3.7,N,2024-08
2024-08-05,15:00,REGDN,1.98,N,2024-08
2024-08-05,15:00,RRS,1.94,N,2024-08
2024-08-05,15:00,ECRS,2.94,N,2024-08
2024-08-05,15:00,NSPIN,1.2,N,2024-08
2024-08-05,16:00,REGDN,1.98,N,2024-08
2024-08-05,16:00,REGUP,4.87,N,2024-08
2024-08-05,16:00,RRS,2.29,N,2024-08
2024-08-05,16:00,NSPIN,1.35,N,2024-08
2024-08-05,16:00,ECRS,3.5,N,2024-08
2024-08-05,17:00,REGDN,2.0,N,2024-08
2024-08-05,17:00,REGUP,7.25,N,2024-08
2024-08-05,17:00,NSPIN,3.0,N,2024-08
2024-08-05,17:00,RRS,3.0,N,2024-08
2024-08-05,17:00,ECRS,9.0,N,2024-08
2024-08-05,18:00,NSPIN,3.17,N,2024-08
2024-08-05,18:00,RRS,3.67,N,2024-08
2024-08-05,18:00,REGUP,5.24,N,2024-08
2024-08-05,18:00,REGDN,1.98,N,2024-08
2024-08-05,18:00,ECRS,9.0,N,2024-08
2024-08-05,19:00,NSPIN,4.07,N,2024-08
2024-08-05,19:00,RRS,4.82,N,2024-08
2024-08-05,19:00,REGUP,7.75,N,2024-08
2024-08-05,19:00,REGDN,7.21,N,2024-08
2024-08-05,19:00,ECRS,10.0,N,2024-08
2024-08-05,20:00,REGDN,7.65,N,2024-08
2024-08-05,20:00,REGUP,62.96,N,2024-08
2024-08-05,20:00,RRS,62.96,N,2024-08
2024-08-05,20:00,NSPIN,19.82,N,2024-08
2024-08-05,20:00,ECRS,74.36,N,2024-08
2024-08-05,21:00,NSPIN,18.91,N,2024-08
2024-08-05,21:00,RRS,40.6,N,2024-08
2024-08-05,21:00,REGUP,38.6,N,2024-08
2024-08-05,21:00,REGDN,8.01,N,2024-08
2024-08-05,21:00,ECRS,50.0,N,2024-08
2024-08-05,22:00,REGUP,12.73,N,2024-08
2024-08-05,22:00,REGDN,4.98,N,2024-08
2024-08-05,22:00,RRS,14.73,N,2024-08
2024-08-05,22:00,NSPIN,16.1,N,2024-08
2024-08-05,22:00,ECRS,19.73,N,2024-08
2024-08-05,23:00,REGUP,4.86,N,2024-08
2024-08-05,23:00,REGDN,4.86,N,2024-08
2024-08-05,23:00,RRS,4.86,N,2024-08
2024-08-05,23:00,ECRS,6.07,N,2024-08
2024-08-05,23:00,NSPIN,4.86,N,2024-08
2024-08-05,24:00,REGDN,1.8,N,2024-08
2024-08-05,24:00,REGUP,1.29,N,2024-08
2024-08-05,24:00,NSPIN,0.96,N,2024-08
2024-08-05,24:00,RRS,1.29,N,2024-08
2024-08-05,24:00,ECRS,1.29,N,2024-08
2024-08-06,01:00,RRS,0.99,N,2024-08
2024-08-06,01:00,NSPIN,0.25,N,2024-08
2024-08-06,01:00,REGUP,1.15,N,2024-08
2024-08-06,01:00,REGDN,1.46,N,2024-08
2024-08-06,01:00,ECRS,0.99,N,2024-08
2024-08-06,02:00,REGDN,0.91,N,2024-08
2024-08-06,02:00,REGUP,0.87,N,2024-08
2024-08-06,02:00,RRS,0.91,N,2024-08
2024-08-06,02:00,NSPIN,0.25,N,2024-08
2024-08-06,02:00,ECRS,0.91,N,2024-08
2024-08-06,03:00,REGUP,0.83,N,2024-08
2024-08-06,03:00,REGDN,0.79,N,2024-08
2024-08-06,03:00,RRS,0.82,N,2024-08
2024-08-06,03:00,ECRS,0.8,N,2024-08
2024-08-06,03:00,NSPIN,0.25,N,2024-08
2024-08-06,04:00,REGDN,0.55,N,2024-08
2024-08-06,04:00,REGUP,0.83,N,2024-08
2024-08-06,04:00,RRS,0.81,N,2024-08
2024-08-06,04:00,NSPIN,0.25,N,2024-08
2024-08-06,04:00,ECRS,0.77,N,2024-08
2024-08-06,05:00,REGDN,0.23,N,2024-08
2024-08-06,05:00,REGUP,0.82,N,2024-08
2024-08-06,05:00,NSPIN,0.25,N,2024-08
2024-08-06,05:00,RRS,0.81,N,2024-08
2024-08-06,05:00,ECRS,0.7,N,2024-08
2024-08-06,06:00,NSPIN,0.25,N,2024-08
2024-08-06,06:00,RRS,1.0,N,2024-08
2024-08-06,06:00,REGUP,1.33,N,2024-08
2024-08-06,06:00,REGDN,0.79,N,2024-08
2024-08-06,06:00,ECRS,0.77,N,2024-08
2024-08-06,07:00,NSPIN,1.02,N,2024-08
2024-08-06,07:00,RRS,1.0,N,2024-08
2024-08-06,07:00,REGUP,1.6,N,2024-08
2024-08-06,07:00,REGDN,0.99,N,2024-08
2024-08-06,07:00,ECRS,0.8,N,2024-08
